Won,Target,# Guesses,Guess 1,Guess 2,Guess 3,Guess 4,Guess 5,Guess 6,Guess 7,Guess 8,Guess 9,Guess 10
TRUE,yquem,5,chain,loupe,urubu,geums,yquem,,,,,
TRUE,sains,5,amire,spitz,slick,shisn,sains,,,,,
TRUE,boral,5,tacan,speak,viral,mural,boral,,,,,
TRUE,pithy,5,maori,pyxis,pinny,pigly,pithy,,,,,
TRUE,direx,5,pikle,tiens,mimed,dicer,direx,,,,,
TRUE,hemen,5,gulas,reive,tebet,yemen,hemen,,,,,
TRUE,mobed,5,kivas,ytter,behen,mooed,mobed,,,,,
TRUE,shola,5,fetas,sarna,sidia,scopa,shola,,,,,
TRUE,conli,5,snigs,juked,canto,conin,conli,,,,,
TRUE,gazel,5,glede,galei,ganev,gazer,gazel,,,,,
TRUE,lomta,5,lilts,leath,lacto,lotta,lomta,,,,,
TRUE,saris,5,penup,logos,isbas,marks,saris,,,,,
TRUE,khaki,5,cuffy,eking,bisti,palki,khaki,,,,,
TRUE,kikki,5,poove,maids,nurly,gibbi,kikki,,,,,
TRUE,sordo,5,heave,goody,tondo,soldo,sordo,,,,,
TRUE,escar,5,matka,pygal,orias,aucan,escar,,,,,
TRUE,cadet,5,whirl,execs,bundy,modge,cadet,,,,,
TRUE,nexus,5,axiom,thews,lunks,pbxes,nexus,,,,,
TRUE,roker,5,buret,waked,icker,joker,roker,,,,,
TRUE,piute,5,gasts,punti,piety,piotr,piute,,,,,
TRUE,limma,5,jihad,listy,libra,liana,limma,,,,,
TRUE,groow,5,siker,cuban,floyt,odoom,groow,,,,,
TRUE,bizen,5,exalt,coude,vines,biker,bizen,,,,,
TRUE,krepi,5,exede,quean,breth,kreil,krepi,,,,,
TRUE,gorst,5,shawy,dipus,roker,mosso,gorst,,,,,
TRUE,quito,5,melch,dairy,snitz,uvito,quito,,,,,
TRUE,orles,5,ileac,etwee,noses,rules,orles,,,,,
TRUE,fairy,5,genal,fichu,frisk,fairm,fairy,,,,,
TRUE,ratos,5,halve,naiad,capot,maror,ratos,,,,,
TRUE,annul,5,deeps,nikau,tayra,aloof,annul,,,,,
TRUE,bight,5,etuis,adlai,bombo,bichy,bight,,,,,
TRUE,erato,5,dings,barer,trope,lrecl,erato,,,,,
TRUE,bobol,5,ident,payor,mojos,cohol,bobol,,,,,
TRUE,serow,5,bemol,tecon,resow,devow,serow,,,,,
TRUE,crime,5,butts,groff,craze,creme,crime,,,,,
TRUE,agasp,5,piert,loafs,asana,abash,agasp,,,,,
TRUE,vacuo,5,starn,bevel,cocci,kacha,vacuo,,,,,
TRUE,tolyl,5,meath,brios,pfund,jocko,tolyl,,,,,
TRUE,boart,5,galli,hoods,bonce,boxty,boart,,,,,
TRUE,frail,5,slink,forum,filed,fatal,frail,,,,,
TRUE,creme,5,rerun,palps,cobby,chive,creme,,,,,
TRUE,scald,5,telia,psalm,shall,skald,scald,,,,,
TRUE,indii,5,kempt,quais,ficin,xxiii,indii,,,,,
TRUE,bahoo,5,paler,nakoo,baboo,bazoo,bahoo,,,,,
TRUE,belts,5,litch,janes,sells,kelts,belts,,,,,
TRUE,queme,5,aflow,inker,jumps,gutte,queme,,,,,
TRUE,yogin,5,tulip,hafiz,cosin,ronin,yogin,,,,,
TRUE,pelon,5,toned,palpi,pulse,pylon,pelon,,,,,
TRUE,autem,5,atrip,ables,aotea,acted,autem,,,,,
TRUE,bunda,5,petto,basad,brick,bhalu,bunda,,,,,
TRUE,almeh,5,togue,imply,acrab,asked,almeh,,,,,
TRUE,justo,5,tushy,dusks,fusil,gusto,justo,,,,,
TRUE,levin,5,teiid,oenin,hemin,kevin,levin,,,,,
TRUE,scraw,5,plote,khuai,darac,scrag,scraw,,,,,
TRUE,dramm,5,prexy,trans,araca,brahm,dramm,,,,,
TRUE,ouphe,5,bozal,dukhn,ought,ouphs,ouphe,,,,,
TRUE,dooli,5,uniat,bikes,lloyd,drool,dooli,,,,,
TRUE,mayor,5,cruet,mills,morph,mayan,mayor,,,,,
TRUE,kiers,5,drops,knurs,kyars,keirs,kiers,,,,,
TRUE,venue,5,bawds,jenny,genre,tenue,venue,,,,,
TRUE,hasky,5,cloky,weaky,murky,zinky,hasky,,,,,
TRUE,objet,5,wield,shone,arber,boget,objet,,,,,
TRUE,worms,5,phons,studs,carks,forms,worms,,,,,
TRUE,sengi,5,cabal,jetty,needn,merop,sengi,,,,,
TRUE,grigs,5,putto,laich,frike,iring,grigs,,,,,
TRUE,niata,5,aylet,drugs,naoto,nitta,niata,,,,,
TRUE,itemy,5,zambo,dusun,grete,whewl,itemy,,,,,
TRUE,strae,5,midst,pahos,besan,scraw,strae,,,,,
TRUE,emigr,5,pirny,fowls,tuart,crier,emigr,,,,,
TRUE,barid,5,semis,alain,darii,oaric,barid,,,,,
TRUE,smyth,5,deuce,varia,kosos,glyph,smyth,,,,,
TRUE,uviol,5,shrew,bocoy,gazoz,idion,uviol,,,,,
TRUE,demon,5,stage,jower,mixup,cymol,demon,,,,,
TRUE,poros,5,faces,ouphs,priss,pomps,poros,,,,,
TRUE,pawaw,5,piles,phony,pampa,pattu,pawaw,,,,,
TRUE,coiny,5,cause,cloit,chico,coing,coiny,,,,,
TRUE,price,5,lakey,truth,pride,prise,price,,,,,
TRUE,picea,5,creme,hents,loxia,vicua,picea,,,,,
TRUE,furan,5,wales,fichu,fogon,frayn,furan,,,,,
TRUE,oskar,5,enemy,ovals,ootid,occur,oskar,,,,,
TRUE,gooma,5,elops,frown,about,cooky,gooma,,,,,
TRUE,rumen,5,state,cippi,leven,numen,rumen,,,,,
TRUE,cakra,5,tengu,foams,cavia,capra,cakra,,,,,
TRUE,wires,5,comdr,laith,knurs,eyres,wires,,,,,
TRUE,untin,5,karel,whity,gundi,biont,untin,,,,,
TRUE,buran,5,troco,manas,durax,purau,buran,,,,,
TRUE,gooky,5,vatic,rupee,mozos,godly,gooky,,,,,
TRUE,lewth,5,dives,battu,contr,weety,lewth,,,,,
TRUE,fines,5,trail,nixes,sizes,bines,fines,,,,,
TRUE,gadge,5,snaff,chert,bable,mauve,gadge,,,,,
TRUE,fanum,5,fulth,frase,foppy,fingu,fanum,,,,,
TRUE,cyber,5,immov,aldus,genre,crepy,cyber,,,,,
TRUE,squit,5,eloin,hakim,uprip,sudic,squit,,,,,
TRUE,swive,5,atony,ceres,jiqui,spike,swive,,,,,
TRUE,piety,5,cukes,grate,teeth,diety,piety,,,,,
TRUE,ugric,5,poyou,tamal,ruvid,seric,ugric,,,,,
TRUE,fined,5,rajes,covet,feued,fixed,fined,,,,,
TRUE,allah,5,sneds,yourt,mimic,halfa,allah,,,,,
TRUE,batwa,5,askar,impel,bundt,bhaga,batwa,,,,,
TRUE,senti,5,maida,thung,slope,siker,senti,,,,,
TRUE,exode,5,uluhi,casco,ryked,modge,exode,,,,,
TRUE,swoon,5,knyaz,divet,orlon,jomon,swoon,,,,,
TRUE,rheae,5,sears,parky,minae,aulae,rheae,,,,,
TRUE,bahoo,5,relic,bajan,basso,baboo,bahoo,,,,,
TRUE,druse,5,zonta,cuvee,while,pryse,druse,,,,,
TRUE,smock,5,undid,cloot,awork,shock,smock,,,,,
TRUE,glynn,5,mools,dived,canch,gruft,glynn,,,,,
TRUE,hurls,5,lehay,porns,dirls,burls,hurls,,,,,
TRUE,dosed,5,jough,coner,moved,toped,dosed,,,,,
TRUE,reifs,5,derek,relit,rewon,rebar,reifs,,,,,
TRUE,barba,5,leiss,ochna,buffa,bajra,barba,,,,,
TRUE,ngoma,5,purdy,sifts,knoll,agoge,ngoma,,,,,
TRUE,nantz,5,cunts,linty,menta,tanto,nantz,,,,,
TRUE,wheal,5,ninut,khoja,cheap,sheaf,wheal,,,,,
TRUE,weepy,5,lapse,hover,deddy,meiny,weepy,,,,,
TRUE,minny,5,gilts,himne,binna,jinny,minny,,,,,
TRUE,hexis,5,worms,nyxis,taxis,lexis,hexis,,,,,
TRUE,aunts,5,catti,boxty,nests,lunts,aunts,,,,,
TRUE,comic,5,arite,funis,lipid,ohmic,comic,,,,,
TRUE,secre,5,gilly,bason,stert,shure,secre,,,,,
TRUE,rutty,5,fairm,swoln,duppy,buggy,rutty,,,,,
TRUE,world,5,ripen,talky,chold,would,world,,,,,
TRUE,event,5,bhara,yelek,fique,noons,event,,,,,
TRUE,canal,5,toyer,cadus,cabal,caval,canal,,,,,
TRUE,gyves,5,mayed,terek,liven,bovey,gyves,,,,,
TRUE,stint,5,rates,bolty,immun,stich,stint,,,,,
TRUE,boosy,5,eases,jimbo,glout,prosy,boosy,,,,,
TRUE,cocci,5,sitio,banca,wrick,yecch,cocci,,,,,
TRUE,araks,5,derog,triac,arzun,araba,araks,,,,,
TRUE,choco,5,hasnt,pikle,brood,coomy,choco,,,,,
TRUE,plock,5,forth,valsa,mined,gluck,plock,,,,,
TRUE,durzi,5,uvito,sizar,elegy,bumph,durzi,,,,,
TRUE,rance,5,ambit,fondu,henen,canap,rance,,,,,
TRUE,cents,5,vises,braws,copus,clefs,cents,,,,,
TRUE,rimer,5,murks,ident,golpe,remex,rimer,,,,,
TRUE,gloze,5,abaka,ethic,ponos,muzzy,gloze,,,,,
TRUE,sancy,5,yarak,fancy,nancy,dancy,sancy,,,,,
TRUE,medio,5,shraf,dowly,genip,vedic,medio,,,,,
TRUE,druxy,5,bozal,sprew,thurm,drung,druxy,,,,,
TRUE,wazir,5,cloak,namda,sauty,waive,wazir,,,,,
TRUE,folly,5,fremt,flaff,funic,foods,folly,,,,,
TRUE,fuchi,5,clark,effet,zonic,fubsy,fuchi,,,,,
TRUE,lated,5,boras,gymel,tupek,finew,lated,,,,,
TRUE,hemin,5,fares,hogni,heezy,heuch,hemin,,,,,
TRUE,kumyk,5,warms,lench,fifty,poyou,kumyk,,,,,
TRUE,osone,5,grins,stony,zoona,clone,osone,,,,,
TRUE,spyer,5,bliss,wrote,spack,speed,spyer,,,,,
TRUE,sords,5,jelly,autos,pimps,sorbs,sords,,,,,
TRUE,locus,5,louty,lores,loons,loafs,locus,,,,,
TRUE,quill,5,ogmic,shads,tinty,quirl,quill,,,,,
TRUE,phyla,5,treks,unhad,vimpa,phaca,phyla,,,,,
TRUE,borty,5,stulm,racer,gront,divvy,borty,,,,,
TRUE,regle,5,darin,pushy,brere,recce,regle,,,,,
TRUE,nathe,5,deers,antal,often,tythe,nathe,,,,,
TRUE,mendy,5,fungi,ranks,nonly,tenty,mendy,,,,,
TRUE,tyigh,5,thurl,tacet,tiddy,toons,tyigh,,,,,
TRUE,cutey,5,apods,kingu,whewl,ember,cutey,,,,,
TRUE,crepy,5,habus,olden,pippy,weepy,crepy,,,,,
TRUE,kugel,5,piker,nosed,batel,lemel,kugel,,,,,
TRUE,diode,5,cubla,emote,froze,shode,diode,,,,,
TRUE,caleb,5,splad,multi,coley,celeb,caleb,,,,,
TRUE,skimp,5,ghoom,bunts,maire,skiff,skimp,,,,,
TRUE,fancy,5,yerth,gluck,aspca,banco,fancy,,,,,
TRUE,pedee,5,silos,tembu,ceded,heder,pedee,,,,,
TRUE,areek,5,khula,cresc,arend,arete,areek,,,,,
TRUE,chime,5,crile,chine,chide,chive,chime,,,,,
TRUE,ottar,5,idaho,colet,arson,gutty,ottar,,,,,
TRUE,plouk,5,talar,bowed,oghuz,unius,plouk,,,,,
TRUE,abeam,5,imams,fleck,avern,adept,abeam,,,,,
TRUE,amain,5,addie,amvis,amnic,ambit,amain,,,,,
TRUE,browd,5,lidos,haven,zmudz,crypt,browd,,,,,
TRUE,aigre,5,tegua,ragas,logie,eigne,aigre,,,,,
TRUE,artsy,5,putto,nates,mitra,artar,artsy,,,,,
TRUE,rojak,5,manie,surfs,crock,blayk,rojak,,,,,
TRUE,choel,5,onery,volta,fusee,piked,choel,,,,,
TRUE,bryum,5,manga,kreis,froth,drury,bryum,,,,,
TRUE,spare,5,halwe,guige,evade,scape,spare,,,,,
TRUE,vigor,5,clare,girth,kinos,vizor,vigor,,,,,
TRUE,oliva,5,blurb,flche,plasm,wloka,oliva,,,,,
TRUE,blush,5,shode,alvus,clich,plush,blush,,,,,
TRUE,jubas,5,tribe,lossy,numda,hucks,jubas,,,,,
TRUE,burst,5,demos,biffy,burka,burgh,burst,,,,,
TRUE,ferio,5,tawpi,fiber,flesh,fungo,ferio,,,,,
TRUE,sewan,5,sikra,songy,sauld,sexes,sewan,,,,,
TRUE,unken,5,fados,pipey,creel,unweb,unken,,,,,
TRUE,inken,5,drape,fluey,inset,inmew,inken,,,,,
TRUE,vamps,5,start,pokan,aleph,campy,vamps,,,,,
TRUE,nawle,5,claes,brule,ample,wanle,nawle,,,,,
TRUE,jilts,5,pursy,nowed,chalk,sifts,jilts,,,,,
TRUE,kioea,5,avoid,groat,choom,pions,kioea,,,,,
TRUE,duped,5,pyran,beode,light,sudes,duped,,,,,
TRUE,purey,5,glaik,shrew,duret,burez,purey,,,,,
TRUE,filth,5,spath,cooth,knuth,width,filth,,,,,
TRUE,momme,5,xeric,hands,motte,molge,momme,,,,,
TRUE,sinto,5,rimer,pians,ditto,visto,sinto,,,,,
TRUE,delit,5,lassu,chewy,topoi,venge,delit,,,,,
TRUE,perdy,5,ality,foppy,verry,percy,perdy,,,,,
TRUE,adust,5,telia,shurf,gauzy,aouad,adust,,,,,
TRUE,exude,5,pitta,honzo,cruck,meuse,exude,,,,,
TRUE,snurp,5,onmun,snipy,snurl,snurt,snurp,,,,,
TRUE,axiom,5,beant,drouk,calfs,hypha,axiom,,,,,
TRUE,peart,5,twain,bract,phaet,platt,peart,,,,,
TRUE,evade,5,their,dowse,glade,faade,evade,,,,,
TRUE,ocque,5,pommy,skoot,derve,bagle,ocque,,,,,
TRUE,pulps,5,stupe,kappa,propr,pulpy,pulps,,,,,
TRUE,beant,5,ruses,kiwai,avale,champ,beant,,,,,
TRUE,louey,5,gambs,tuned,jokey,holey,louey,,,,,
TRUE,choil,5,emirs,pondo,avail,fuzil,choil,,,,,
TRUE,bilge,5,synod,whump,bevil,birri,bilge,,,,,
TRUE,reach,5,rebid,retal,reams,reave,reach,,,,,
TRUE,kluck,5,vinca,chuck,pluck,gluck,kluck,,,,,
TRUE,badan,5,poult,skeen,yahan,jaman,badan,,,,,
TRUE,riffs,5,nicer,firth,riyal,risks,riffs,,,,,
TRUE,gloam,5,sauve,axion,dogly,groat,gloam,,,,,
TRUE,shela,5,amora,icica,sylva,sunna,shela,,,,,
TRUE,whelp,5,brows,dewey,algum,pinch,whelp,,,,,
TRUE,blake,5,finks,yolky,dauke,peeke,blake,,,,,
TRUE,udell,5,chino,tabus,lludd,upleg,udell,,,,,
TRUE,algae,5,nogai,vegas,zygal,rugae,algae,,,,,
TRUE,jamie,5,goyle,stane,rappe,baize,jamie,,,,,
TRUE,fence,5,nullo,frigs,faddy,feeze,fence,,,,,
TRUE,dodgy,5,kilom,dowed,donny,doddy,dodgy,,,,,
TRUE,matar,5,heedy,lanas,rajab,matai,matar,,,,,
TRUE,muntz,5,blase,pitch,doddy,murut,muntz,,,,,
TRUE,plotx,5,fluyt,alose,clomb,glood,plotx,,,,,
TRUE,swosh,5,lunes,admix,whoof,stock,swosh,,,,,
TRUE,banak,5,klieg,tsuba,annam,jonah,banak,,,,,
TRUE,arrie,5,felid,tupik,bibio,arsis,arrie,,,,,
TRUE,manuf,5,legit,corny,asaph,kamba,manuf,,,,,
TRUE,wicht,5,kelpy,maghi,husht,dicht,wicht,,,,,
TRUE,spuke,5,spawl,spins,sperm,spock,spuke,,,,,
TRUE,embar,5,talio,geyan,ephah,escar,embar,,,,,
TRUE,ranal,5,gyred,pilch,snowk,fanal,ranal,,,,,
TRUE,bysen,5,duree,novem,cafes,spiel,bysen,,,,,
TRUE,monel,5,urnae,linon,sends,boney,monel,,,,,
TRUE,ovula,5,pekes,tooth,canon,druxy,ovula,,,,,
TRUE,bronk,5,bogus,beery,briar,browd,bronk,,,,,
TRUE,boils,5,pelew,fchar,lousy,boing,boils,,,,,
TRUE,rheme,5,herem,knaps,chore,whute,rheme,,,,,
TRUE,plyer,5,bidar,emeer,guyer,pryer,plyer,,,,,
TRUE,morae,5,garbs,foret,worky,norie,morae,,,,,
TRUE,floit,5,crypt,awest,bight,knout,floit,,,,,
TRUE,wreck,5,hawks,bruit,orkey,freck,wreck,,,,,
TRUE,jubus,5,woozy,frden,clubs,gasps,jubus,,,,,
TRUE,slojd,5,eaved,rorid,flood,sloyd,slojd,,,,,
TRUE,drinn,5,paler,turgy,knish,djinn,drinn,,,,,
TRUE,booed,5,skulk,pooch,boone,boozy,booed,,,,,
TRUE,bundu,5,impel,sauna,buddh,bundt,bundu,,,,,
TRUE,decks,5,chude,ingem,doffs,drats,decks,,,,,
TRUE,flocs,5,jelib,munga,cohol,plots,flocs,,,,,
TRUE,ripen,5,dinic,timer,ribes,rivel,ripen,,,,,
TRUE,resat,5,tromp,leers,sedat,jebat,resat,,,,,
TRUE,barit,5,dossy,abele,matti,janua,barit,,,,,
TRUE,runny,5,satis,oopod,weeny,bunny,runny,,,,,
TRUE,quest,5,flusk,worst,egest,idest,quest,,,,,
TRUE,poems,5,gaist,round,kooky,hoses,poems,,,,,
TRUE,arrha,5,again,abler,apoda,arusa,arrha,,,,,
TRUE,mudde,5,envoy,sakes,lucid,buddh,mudde,,,,,
TRUE,accra,5,ahold,arage,asian,abura,accra,,,,,
TRUE,stipo,5,takao,pengo,zucco,solio,stipo,,,,,
TRUE,slaws,5,algae,ulans,plats,slays,slaws,,,,,
TRUE,crump,5,genit,blams,fcomp,whump,crump,,,,,
TRUE,durum,5,islay,egret,corpn,kurku,durum,,,,,
TRUE,buxus,5,trefa,mogul,sunup,cucuy,buxus,,,,,
TRUE,scovy,5,twats,ochro,scuff,scene,scovy,,,,,
TRUE,thole,5,spore,exode,atone,obole,thole,,,,,
TRUE,tuyer,5,dingo,flyby,tryma,twyer,tuyer,,,,,
TRUE,gotta,5,honed,costs,motty,lotto,gotta,,,,,
TRUE,goads,5,packs,ulvas,tofts,moods,goads,,,,,
TRUE,neese,5,tulle,cabre,messe,peise,neese,,,,,
TRUE,damas,5,dusio,daraf,danae,dadas,damas,,,,,
TRUE,whews,5,whilk,whase,whort,wheys,whews,,,,,
TRUE,zeros,5,liven,dorps,germs,yerks,zeros,,,,,
TRUE,jalap,5,otary,nenes,lludd,galah,jalap,,,,,
TRUE,abaka,5,antre,albus,afoam,ajaja,abaka,,,,,
TRUE,bison,5,warps,imide,gibli,bisso,bison,,,,,
TRUE,wispy,5,mamma,boucl,dekes,spitz,wispy,,,,,
TRUE,minos,5,patio,kokum,defog,minow,minos,,,,,
TRUE,waler,5,hogen,valet,paler,baler,waler,,,,,
TRUE,spies,5,shope,smaik,sered,splet,spies,,,,,
TRUE,torve,5,laith,reddy,ngwee,couve,torve,,,,,
TRUE,instr,5,datum,svelt,hoick,wispy,instr,,,,,
TRUE,pioxe,5,pikey,pinus,piezo,pilar,pioxe,,,,,
TRUE,bocca,5,aware,dicty,bocal,bocks,bocca,,,,,
TRUE,bards,5,micht,boers,blaws,bunds,bards,,,,,
TRUE,imine,5,scorn,jutty,amadi,immew,imine,,,,,
TRUE,fitly,5,bates,vitry,lithy,ditty,fitly,,,,,
TRUE,beeve,5,skyte,niece,feeze,beele,beeve,,,,,
TRUE,goldi,5,antic,deloo,hulks,lolly,goldi,,,,,
TRUE,froes,5,gapes,yowes,fires,fumes,froes,,,,,
TRUE,pinta,5,cajou,splet,bibby,rimpi,pinta,,,,,
TRUE,agrom,5,squat,doncy,whare,grimm,agrom,,,,,
TRUE,vrouw,5,binna,toyed,fulup,scouk,vrouw,,,,,
TRUE,sooty,5,maral,bisti,kyoto,scott,sooty,,,,,
TRUE,sposh,5,fleam,shown,spout,spook,sposh,,,,,
TRUE,pinks,5,wafty,hoboe,dills,picks,pinks,,,,,
TRUE,amend,5,sorty,imide,ampul,amban,amend,,,,,
TRUE,grebo,5,satan,horme,kilij,gregg,grebo,,,,,
TRUE,givey,5,beath,lungs,mowed,pryer,givey,,,,,
TRUE,ranis,5,snite,goony,punas,canis,ranis,,,,,
TRUE,trill,5,maral,bezel,wholl,trull,trill,,,,,
TRUE,fator,5,pieta,furor,floor,favor,fator,,,,,
TRUE,tasks,5,scale,tufas,troys,tipis,tasks,,,,,
TRUE,rigor,5,visas,zincy,hiper,mikir,rigor,,,,,
TRUE,dopas,5,gramy,batea,ouphs,copis,dopas,,,,,
TRUE,yeses,5,rheen,sisel,fused,coses,yeses,,,,,
TRUE,naias,5,yulan,tiwaz,obias,chias,naias,,,,,
TRUE,india,5,redig,audio,sadis,indic,india,,,,,
TRUE,mongo,5,brawn,sinky,lenth,mungo,mongo,,,,,
TRUE,cheap,5,mower,tuant,feels,cheki,cheap,,,,,
TRUE,point,5,petos,picky,parma,polit,point,,,,,
TRUE,tangs,5,acale,mothy,snigs,dangs,tangs,,,,,
TRUE,pitau,5,ramie,slugs,octad,kitan,pitau,,,,,
TRUE,coact,5,wramp,chaos,clavi,cyano,coact,,,,,
TRUE,copal,5,cunit,coyos,coped,copra,copal,,,,,
TRUE,typed,5,pangi,cukes,wheel,dorey,typed,,,,,
TRUE,clags,5,swazi,flash,alant,glaum,clags,,,,,
TRUE,ronga,5,carga,ziega,tunga,ponga,ronga,,,,,
TRUE,vobis,5,outed,palch,rooky,bongs,vobis,,,,,
TRUE,merce,5,taxer,crool,skins,meece,merce,,,,,
TRUE,panus,5,morel,chaps,funds,ginks,panus,,,,,
TRUE,chlor,5,frits,gayal,mowch,rhoeo,chlor,,,,,
TRUE,wilds,5,viers,biffs,winks,wilts,wilds,,,,,
TRUE,brett,5,frost,trant,gript,cruet,brett,,,,,
TRUE,sphex,5,unite,feyer,waxes,hovel,sphex,,,,,
TRUE,wayne,5,arere,cosie,latke,hayne,wayne,,,,,
TRUE,gauze,5,fusty,moxie,craze,wanze,gauze,,,,,
TRUE,staid,5,bromo,gyges,clint,squad,staid,,,,,
TRUE,daraf,5,gyrus,morth,varve,darin,daraf,,,,,
TRUE,quata,5,trays,clape,whata,agata,quata,,,,,
TRUE,bolts,5,flies,agons,tumps,botts,bolts,,,,,
TRUE,thief,5,dynel,mster,awhet,tepee,thief,,,,,
TRUE,rimer,5,rotge,rebel,rapes,rimed,rimer,,,,,
TRUE,fours,6,emeer,pinup,cotch,yolky,forra,fours,,,,
TRUE,mogul,6,whoop,mouly,morae,mongo,mosul,mogul,,,,
TRUE,divid,6,sugar,vizzy,limli,cinch,diode,divid,,,,
TRUE,grete,6,vogie,fadge,thyme,entte,scute,grete,,,,
TRUE,qaids,6,sprad,makuk,gaize,taily,caids,qaids,,,,
TRUE,gilia,6,eared,umaua,licca,viola,binna,gilia,,,,
TRUE,mabel,6,tying,slaum,cheer,baked,palew,mabel,,,,
TRUE,hylas,6,malls,pelfs,silas,bolas,gulas,hylas,,,,
TRUE,dujan,6,lemel,busti,junky,quoad,aucan,dujan,,,,
TRUE,vires,6,sajou,behew,viner,vives,vices,vires,,,,
TRUE,sheal,6,aruke,glial,noxal,petal,bayal,sheal,,,,
TRUE,sprue,6,comby,rager,qursh,ifrit,derve,sprue,,,,
TRUE,weeda,6,goloe,kiths,creep,daeva,edema,weeda,,,,
TRUE,turco,6,dabba,siroc,gurge,lurky,curch,turco,,,,
TRUE,homes,6,linja,brott,pucks,mohos,hoggs,homes,,,,
TRUE,wolof,6,hubba,ryder,knock,soils,volow,wolof,,,,
TRUE,chord,6,kreis,gally,mowch,buroo,thoft,chord,,,,
TRUE,ledgy,6,neums,teddy,hedgy,kedgy,wedgy,ledgy,,,,
TRUE,cordy,6,dahms,tenio,brubu,locky,goopy,cordy,,,,
TRUE,unboy,6,pishu,dreed,anjan,gnoff,unbow,unboy,,,,
TRUE,dulce,6,penny,moors,cigua,butte,fuzee,dulce,,,,
TRUE,gaumy,6,sagan,barie,gazoz,gayly,gaudy,gaumy,,,,
TRUE,lethy,6,djinn,oyers,puggy,cabby,ketty,lethy,,,,
TRUE,etwee,6,unmix,hayes,tweed,botel,kever,etwee,,,,
TRUE,rusky,6,athel,ixion,dubby,rumpy,rucky,rusky,,,,
TRUE,gyron,6,tanzy,using,poove,byron,myron,gyron,,,,
TRUE,amici,6,rowte,sivan,haida,climb,afifi,amici,,,,
TRUE,aoife,6,zeist,arioi,axine,alive,amide,aoife,,,,
TRUE,dhows,6,penni,casky,soord,blots,quods,dhows,,,,
TRUE,cetes,6,allez,ember,coved,chief,cepes,cetes,,,,
TRUE,situp,6,dimly,zizia,nieve,tipup,fixup,situp,,,,
TRUE,caved,6,snort,whick,lumpy,vedda,caged,caved,,,,
TRUE,fogas,6,sabir,thone,luxus,kosos,codas,fogas,,,,
TRUE,elder,6,coach,leeds,tilty,puree,endew,elder,,,,
TRUE,loggy,6,shemu,flint,rollo,wodgy,poggy,loggy,,,,
TRUE,midgy,6,kokan,bever,flits,zhmud,giddy,midgy,,,,
TRUE,upsup,6,smith,bulbs,cruce,foppy,ganga,upsup,,,,
TRUE,seems,6,seres,seals,semis,sends,secos,seems,,,,
TRUE,sixth,6,booth,derth,tuath,smyth,swith,sixth,,,,
TRUE,momma,6,simon,gemel,womby,rompu,homam,momma,,,,
TRUE,ayahs,6,baken,twist,fcomp,ursus,hylas,ayahs,,,,
TRUE,kikki,6,cates,riffi,gibbi,zimmi,kikoi,kikki,,,,
TRUE,oshac,6,olden,ought,oozoa,ofays,osmic,oshac,,,,
TRUE,crete,6,marry,sewer,flick,bonze,crepe,crete,,,,
TRUE,wombs,6,ramus,semis,homos,comps,tombs,wombs,,,,
TRUE,obeys,6,pygal,boiko,uncus,weeds,stems,obeys,,,,
TRUE,paddy,6,nulls,porta,phebe,pipid,pawaw,paddy,,,,
TRUE,hemps,6,thane,gross,feces,kepis,helms,hemps,,,,
TRUE,hecks,6,abrus,milos,sneds,fecks,gecks,hecks,,,,
TRUE,voice,6,shard,klunk,piety,effie,woibe,voice,,,,
TRUE,neoza,6,cryal,smous,exode,kioko,azoth,neoza,,,,
TRUE,donax,6,barbe,potty,conks,fondu,gonid,donax,,,,
TRUE,podal,6,aberr,logic,towny,poops,pouff,podal,,,,
TRUE,veers,6,hafiz,wodge,blens,treks,veeps,veers,,,,
TRUE,clava,6,cluck,clops,cline,clary,clamb,clava,,,,
TRUE,tsuga,6,chili,porry,qubba,kaska,medea,tsuga,,,,
TRUE,etyma,6,quasi,bewet,aheap,tangy,lotte,etyma,,,,
TRUE,ottos,6,felup,crcao,hoddy,msink,stoss,ottos,,,,
TRUE,zirak,6,leafy,scran,barat,ihram,korai,zirak,,,,
TRUE,uplit,6,repro,dimin,hagia,pyxis,cubit,uplit,,,,
TRUE,maids,6,breba,hotly,cacam,gaddi,maidu,maids,,,,
TRUE,cooee,6,warms,hogni,poppy,bodle,foute,cooee,,,,
TRUE,stauk,6,elder,mungy,fiats,chaja,boast,stauk,,,,
TRUE,flips,6,hames,porks,lysis,tilts,buffs,flips,,,,
TRUE,desma,6,riant,lough,askew,daffy,deess,desma,,,,
TRUE,geist,6,takes,slice,whiny,exist,reist,geist,,,,
TRUE,cepes,6,bench,fezes,meles,dexes,jetes,cepes,,,,
TRUE,katun,6,rayed,lakhs,manak,gavot,tawpi,katun,,,,
TRUE,ceint,6,peggy,beths,meril,kenno,feint,ceint,,,,
TRUE,depth,6,jello,feria,vetus,wemmy,beden,depth,,,,
TRUE,eemis,6,kebar,sewed,nevus,heels,yetis,eemis,,,,
TRUE,baron,6,bizel,bumps,bandh,baton,bacon,baron,,,,
TRUE,coops,6,keeks,situs,cayos,cools,coons,coops,,,,
TRUE,huffy,6,botts,decan,whump,filix,huzzy,huffy,,,,
TRUE,eaten,6,prahu,covey,skees,waxed,gagee,eaten,,,,
